F1: Shifted and Rotated Bent Cigar,F2: Shifted and Rotated Zakharov Function,F3: Shifted and Rotated Rosenbrock’s Function,F4: Shifted and Rotated Rastrigin’s Function,F5: Shifted and Rotated Schaffer’s F7 Function,F6: Shifted and Rotated Lunacek Bi-Rastrigin’s Function,F7: Shifted and Rotated Non-Continuous Rastrigin’s Function,F8: Shifted and Rotated Levy Function,F9: Shifted and Rotated Schwefel’s Function,F10: Hybrid Function 1,F11: Hybrid Function 2,F12: Hybrid Function 3,F13: Hybrid Function 4,F14: Hybrid Function 5,F15: Hybrid Function 6,F16: Hybrid Function 7,F17: Hybrid Function 8,F18: Hybrid Function 9,F19: Hybrid Function 10,F20: Composition Function 1
22007394028.84731,67973.40691053522,2405.8383270598547,18915.5370221654,0.04602889383475752,47874.97058615797,3.7939912718092317,56.04958524261782,4401.665150195489,137621.0738140851,180114845.16105044,128308689.67114161,403964.94183145603,7031225.2114080675,6384428.136006812,128388.79735690082,168305.2137943572,2112033223.2026315,1877.7630867530445,16879.850909254645
22007394028.84731,67973.40691053522,2405.8383270598547,18915.5370221654,0.04602889383475752,47874.97058615797,3.7939912718092317,56.04958524261782,4401.665150195489,137621.0738140851,180114845.16105044,128308689.67114161,403964.94183145603,7031225.2114080675,6384428.136006812,128388.79735690082,168305.2137943572,2112033223.2026315,1877.7630867530445,16879.850909254645
22007394028.84731,67973.40691053522,2405.8383270598547,18915.5370221654,0.04602889383475752,47874.97058615797,3.7939912718092317,56.04958524261782,4401.665150195489,137621.0738140851,180114845.16105044,128308689.67114161,403964.94183145603,7031225.2114080675,6384428.136006812,128388.79735690082,168305.2137943572,2112033223.2026315,1877.7630867530445,16879.850909254645
22007394028.84731,67973.40691053522,2405.8383270598547,18915.5370221654,0.04602889383475752,47874.97058615797,3.7939912718092317,56.04958524261782,4401.665150195489,137621.0738140851,180114845.16105044,128308689.67114161,403964.94183145603,7031225.2114080675,6384428.136006812,128388.79735690082,168305.2137943572,2112033223.2026315,1877.7630867530445,16879.850909254645
22007394028.84731,67973.40691053522,2405.8383270598547,18915.5370221654,0.04602889383475752,47874.97058615797,3.7939912718092317,56.04958524261782,4401.665150195489,137621.0738140851,180114845.16105044,128308689.67114161,403964.94183145603,7031225.2114080675,6384428.136006812,128388.79735690082,168305.2137943572,2112033223.2026315,1877.7630867530445,16879.850909254645
22007394028.84731,67973.40691053522,2405.8383270598547,18915.5370221654,0.04602889383475752,47874.97058615797,3.7939912718092317,56.04958524261782,4401.665150195489,137621.0738140851,180114845.16105044,128308689.67114161,403964.94183145603,7031225.2114080675,6384428.136006812,128388.79735690082,168305.2137943572,2112033223.2026315,1877.7630867530445,16879.850909254645
22007394028.84731,67973.40691053522,2405.8383270598547,18915.5370221654,0.04602889383475752,47874.97058615797,3.7939912718092317,56.04958524261782,4401.665150195489,137621.0738140851,180114845.16105044,128308689.67114161,403964.94183145603,7031225.2114080675,6384428.136006812,128388.79735690082,168305.2137943572,2112033223.2026315,1877.7630867530445,16879.850909254645
22007394028.84731,67973.40691053522,2405.8383270598547,18915.5370221654,0.04602889383475752,47874.97058615797,3.7939912718092317,56.04958524261782,4401.665150195489,137621.0738140851,180114845.16105044,128308689.67114161,403964.94183145603,7031225.2114080675,6384428.136006812,128388.79735690082,168305.2137943572,2112033223.2026315,1877.7630867530445,16879.850909254645
22007394028.84731,67973.40691053522,2405.8383270598547,18915.5370221654,0.04602889383475752,47874.97058615797,3.7939912718092317,56.04958524261782,4401.665150195489,137621.0738140851,180114845.16105044,128308689.67114161,403964.94183145603,7031225.2114080675,6384428.136006812,128388.79735690082,168305.2137943572,2112033223.2026315,1877.7630867530445,16879.850909254645
22007394028.84731,67973.40691053522,2405.8383270598547,18915.5370221654,0.04602889383475752,47874.97058615797,3.7939912718092317,56.04958524261782,4401.665150195489,137621.0738140851,180114845.16105044,128308689.67114161,403964.94183145603,7031225.2114080675,6384428.136006812,128388.79735690082,168305.2137943572,2112033223.2026315,1877.7630867530445,16879.850909254645
